alpha-memory242,beta-memory240,beta-memory238,alpha-memory233,beta-memory231,alpha-memory229,filter-memory226,alpha-memory223,exists-start-node221,alpha-memory219,beta-memory217,alpha-memory215,beta-memory213,alpha-memory211,alpha-memory207,beta-memory205,alpha-memory203,beta-memory201,alpha-memory199,beta-memory197,alpha-memory195,beta-memory191,alpha-memory189,beta-memory187,beta-memory185,alpha-memory183,beta-memory181,alpha-memory179,beta-memory177,alpha-memory175,beta-memory171,beta-memory169,beta-memory167,beta-memory165,alpha-memory163,alpha-memory158,beta-memory156,beta-memory154,alpha-memory149,beta-memory147,filter-memory144,alpha-memory141,exists-start-node139,alpha-memory137,beta-memory135,alpha-memory133,beta-memory131,alpha-memory129,alpha-memory124,beta-memory122,beta-memory120,alpha-memory115,beta-memory113,filter-memory110,alpha-memory107,exists-start-node105,alpha-memory103,beta-memory101,alpha-memory99,beta-memory97,alpha-memory95,beta-memory93,alpha-memory90,beta-memory88,alpha-memory86,beta-memory84,alpha-memory82,beta-memory80,alpha-memory78,beta-memory74,beta-memory72,beta-memory70,alpha-memory68,beta-memory66,beta-memory64,alpha-memory62,beta-memory60,alpha-memory58,beta-memory54,alpha-memory52,beta-memory50,alpha-memory48,beta-memory46,alpha-memory44,beta-memory42,alpha-memory40,beta-memory38,alpha-memory36,beta-memory34,alpha-memory32,alpha-memory27,exists-start-node25,alpha-memory22,beta-memory20,beta-memory18,alpha-memory16,alpha-memory11,alpha-memory9,beta-memory7,alpha-memory4,beta-memory1,alpha-memory158,beta-memory156,beta-memory154,alpha-memory149,beta-memory147,filter-memory144,alpha-memory141,exists-start-node139,alpha-memory137,beta-memory135,alpha-memory133,beta-memory131,alpha-memory129,alpha-memory124,beta-memory122,beta-memory120,alpha-memory115,beta-memory113,filter-memory110,alpha-memory107,exists-start-node105,alpha-memory103,beta-memory101,alpha-memory99,beta-memory97,alpha-memory95,beta-memory93,alpha-memory90,beta-memory88,alpha-memory86,beta-memory84,alpha-memory82,beta-memory80,alpha-memory78,beta-memory74,beta-memory72,beta-memory70,alpha-memory68,beta-memory66,beta-memory64,alpha-memory62,beta-memory60,alpha-memory58,beta-memory54,alpha-memory52,beta-memory50,alpha-memory48,beta-memory46,alpha-memory44,beta-memory42,alpha-memory40,beta-memory38,alpha-memory36,beta-memory34,alpha-memory32,alpha-memory27,exists-start-node25,alpha-memory22,beta-memory20,beta-memory18,alpha-memory16,alpha-memory11,alpha-memory9,beta-memory7,alpha-memory4,beta-memory1,alpha-memory27,exists-start-node25,alpha-memory22,beta-memory20,beta-memory18,alpha-memory16,alpha-memory11,alpha-memory9,beta-memory7,alpha-memory4,beta-memory1,alpha-index 243,beta-index 243,alpha-index 239,beta-index 239,alpha-index 234,beta-index 234,alpha-index 224,beta-index 224,alpha-index 220,beta-index 220,alpha-index 208,beta-index 208,alpha-index 204,beta-index 204,alpha-index 200,beta-index 200,alpha-index 190,beta-index 190,alpha-index 186,beta-index 186,alpha-index 184,beta-index 184,alpha-index 180,beta-index 180,alpha-index 176,beta-index 176,alpha-index 170,beta-index 170,alpha-index 168,beta-index 168,alpha-index 166,beta-index 166,alpha-index 164,beta-index 164,alpha-index 159,beta-index 159,alpha-index 155,beta-index 155,alpha-index 150,beta-index 150,alpha-index 142,beta-index 142,alpha-index 138,beta-index 138,alpha-index 125,beta-index 125,alpha-index 121,beta-index 121,alpha-index 116,beta-index 116,alpha-index 108,beta-index 108,alpha-index 104,beta-index 104,alpha-index 91,beta-index 91,alpha-index 87,beta-index 87,alpha-index 83,beta-index 83,alpha-index 73,beta-index 73,alpha-index 71,beta-index 71,alpha-index 69,beta-index 69,alpha-index 65,beta-index 65,alpha-index 63,beta-index 63,alpha-index 53,beta-index 53,alpha-index 49,beta-index 49,alpha-index 45,beta-index 45,alpha-index 41,beta-index 41,alpha-index 37,beta-index 37,alpha-index 159,beta-index 159,alpha-index 155,beta-index 155,alpha-index 150,beta-index 150,alpha-index 142,beta-index 142,alpha-index 138,beta-index 138,alpha-index 125,beta-index 125,alpha-index 121,beta-index 121,alpha-index 116,beta-index 116,alpha-index 108,beta-index 108,alpha-index 104,beta-index 104,alpha-index 91,beta-index 91,alpha-index 87,beta-index 87,alpha-index 83,beta-index 83,alpha-index 73,beta-index 73,alpha-index 71,beta-index 71,alpha-index 69,beta-index 69,alpha-index 65,beta-index 65,alpha-index 63,beta-index 63,alpha-index 53,beta-index 53,alpha-index 49,beta-index 49,alpha-index 45,beta-index 45,alpha-index 41,beta-index 41,alpha-index 37,beta-index 37
1,22,22,1,22,22,1389,1,1389,22,22,22,1,1,0,0,0,22,22,22,22,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,312,312,160,312,55100,160,55100,312,312,312,1,1,160,372,372,160,372,58916,160,58916,372,372,372,1,1,1,312,0,312,372,372,372,372,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,22,22,22,1,22,1,479,22,22,0,0,0,22,22,22,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,312,312,312,160,312,160,47900,312,312,160,372,372,372,160,372,160,47960,372,372,312,0,312,372,372,372,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,19,1,19,19,1429,1,1429,19,19,19,1,1,0,0,0,19,19,19,19,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,288,288,160,288,57120,160,57120,288,288,288,1,1,160,288,288,160,288,60876,160,60876,288,288,288,1,1,1,288,0,288,288,288,288,288,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,19,19,19,1,19,1,496,19,19,0,0,0,19,19,19,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,288,288,288,160,288,160,49600,288,288,160,288,288,288,160,288,160,49600,288,288,288,0,288,288,288,288,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,15,1,15,15,1468,1,1468,15,15,15,1,1,0,0,0,15,15,15,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,256,256,160,256,59040,160,59040,256,256,256,1,1,160,316,316,160,316,62856,160,62856,316,316,316,1,1,1,256,0,256,316,316,316,316,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,15,15,15,1,15,1,512,15,15,0,0,0,15,15,15,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,256,256,256,160,256,160,51200,256,256,160,316,316,316,160,316,160,51260,316,316,256,0,256,316,316,316,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,12,1,12,12,1508,1,1508,12,12,12,1,1,0,0,0,12,12,12,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,232,232,160,232,61060,160,61060,232,232,232,1,1,160,232,232,160,232,64816,160,64816,232,232,232,1,1,1,232,0,232,232,232,232,232,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,12,12,12,1,12,1,529,12,12,0,0,0,12,12,12,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,232,232,232,160,232,160,52900,232,232,160,232,232,232,160,232,160,52900,232,232,232,0,232,232,232,232,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,1,8,8,1547,1,1547,8,8,8,1,1,0,0,0,8,8,8,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,200,200,160,200,62980,160,62980,200,200,200,1,1,160,260,260,160,260,66796,160,66796,260,260,260,1,1,1,200,0,200,260,260,260,260,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,8,8,8,1,8,1,545,8,8,0,0,0,8,8,8,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,200,200,200,160,200,160,54500,200,200,160,260,260,260,160,260,160,54560,260,260,200,0,200,260,260,260,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5,1,5,5,1587,1,1587,5,5,5,1,1,0,0,0,5,5,5,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,176,176,160,176,65000,160,65000,176,176,176,1,1,160,176,176,160,176,68756,160,68756,176,176,176,1,1,1,176,0,176,176,176,176,176,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,5,5,5,1,5,1,562,5,5,0,0,0,5,5,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,176,176,176,160,176,160,56200,176,176,160,176,176,176,160,176,160,56200,176,176,176,0,176,176,176,176,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,21,1,21,21,1603,1,1603,21,21,21,1,1,0,0,0,21,21,21,21,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,304,304,160,304,66600,160,66600,304,304,304,1,1,160,384,384,160,384,70436,160,70436,384,384,384,1,1,1,304,0,304,384,384,384,384,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,21,21,21,1,21,1,578,21,21,0,0,0,21,21,21,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,304,304,304,160,304,160,57800,304,304,160,384,384,384,160,384,160,57880,384,384,304,0,304,384,384,384,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18,18,1,18,18,1643,1,1643,18,18,18,1,1,0,0,0,18,18,18,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,280,280,160,280,68620,160,68620,280,280,280,1,1,160,300,300,160,300,72396,160,72396,300,300,300,1,1,1,280,0,280,300,300,300,300,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,18,18,18,1,18,1,595,18,18,0,0,0,18,18,18,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,280,280,280,160,280,160,59500,280,280,160,300,300,300,160,300,160,59520,300,300,280,0,280,300,300,300,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,14,1,14,14,1682,1,1682,14,14,14,1,1,0,0,0,14,14,14,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,248,248,160,248,70540,160,70540,248,248,248,1,1,160,328,328,160,328,74376,160,74376,328,328,328,1,1,1,248,0,248,328,328,328,328,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,14,14,14,1,14,1,611,14,14,0,0,0,14,14,14,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,248,248,248,160,248,160,61100,248,248,160,328,328,328,160,328,160,61180,328,328,248,0,248,328,328,328,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,11,1,11,11,1722,1,1722,11,11,11,1,1,0,0,0,11,11,11,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,224,224,160,224,72560,160,72560,224,224,224,1,1,160,244,244,160,244,76336,160,76336,244,244,244,1,1,1,224,0,224,244,244,244,244,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,11,11,11,1,11,1,628,11,11,0,0,0,11,11,11,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,224,224,224,160,224,160,62800,224,224,160,244,244,244,160,244,160,62820,244,244,224,0,224,244,244,244,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,7,1,7,7,1761,1,1761,7,7,7,1,1,0,0,0,7,7,7,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,192,192,160,192,74480,160,74480,192,192,192,1,1,160,272,272,160,272,78316,160,78316,272,272,272,1,1,1,192,0,192,272,272,272,272,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,7,7,7,1,7,1,644,7,7,0,0,0,7,7,7,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,192,192,192,160,192,160,64400,192,192,160,272,272,272,160,272,160,64480,272,272,192,0,192,272,272,272,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,4,1,4,4,1801,1,1801,4,4,4,1,1,0,0,0,4,4,4,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,168,168,160,168,76500,160,76500,168,168,168,1,1,160,188,188,160,188,80276,160,80276,188,188,188,1,1,1,168,0,168,188,188,188,188,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,4,4,4,1,4,1,661,4,4,0,0,0,4,4,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,168,168,168,160,168,160,66100,168,168,160,188,188,188,160,188,160,66120,188,188,168,0,168,188,188,188,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,20,1,20,20,1817,1,1817,20,20,20,1,1,0,0,0,20,20,20,20,0,100,0,0,0,0,0,0,0,1,1,1,1,1,160,296,296,160,296,78100,160,78100,296,296,296,1,1,160,396,396,160,396,81956,160,81956,396,396,396,1,1,1,296,0,296,396,396,396,396,100,1,1,1,1,1,1,1,1,0,100,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,20,20,20,1,20,1,677,20,20,0,0,0,20,20,20,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,160,296,296,296,160,296,160,67700,296,296,160,396,396,396,160,396,160,67800,396,396,296,0,296,396,396,396,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17,17,1,17,17,1857,1,1857,17,17,17,1,1,0,0,0,17,17,17,17,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,272,272,160,272,80120,160,80120,272,272,272,1,1,160,312,312,160,312,83916,160,83916,312,312,312,1,1,1,272,0,272,312,312,312,312,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,17,17,17,1,17,1,694,17,17,0,0,0,17,17,17,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,272,272,272,160,272,160,69400,272,272,160,312,312,312,160,312,160,69440,312,312,272,0,272,312,312,312,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,13,1,13,13,1896,1,1896,13,13,13,1,1,0,0,0,13,13,13,13,0,100,0,0,0,0,0,0,0,1,1,1,1,1,160,240,240,160,240,82040,160,82040,240,240,240,1,1,160,340,340,160,340,85896,160,85896,340,340,340,1,1,1,240,0,240,340,340,340,340,100,1,1,1,1,1,1,1,1,0,100,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,13,13,13,1,13,1,710,13,13,0,0,0,13,13,13,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,160,240,240,240,160,240,160,71000,240,240,160,340,340,340,160,340,160,71100,340,340,240,0,240,340,340,340,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,10,1,10,10,1936,1,1936,10,10,10,1,1,0,0,0,10,10,10,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,216,216,160,216,84060,160,84060,216,216,216,1,1,160,256,256,160,256,87856,160,87856,256,256,256,1,1,1,216,0,216,256,256,256,256,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,10,10,10,1,10,1,727,10,10,0,0,0,10,10,10,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,216,216,216,160,216,160,72700,216,216,160,256,256,256,160,256,160,72740,256,256,216,0,216,256,256,256,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,6,1,6,6,1975,1,1975,6,6,6,1,1,0,0,0,6,6,6,6,0,100,0,0,0,0,0,0,0,1,1,1,1,1,160,184,184,160,184,85980,160,85980,184,184,184,1,1,160,284,284,160,284,89836,160,89836,284,284,284,1,1,1,184,0,184,284,284,284,284,100,1,1,1,1,1,1,1,1,0,100,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,6,6,6,1,6,1,743,6,6,0,0,0,6,6,6,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,160,184,184,184,160,184,160,74300,184,184,160,284,284,284,160,284,160,74400,284,284,184,0,184,284,284,284,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,1,3,3,2015,1,2015,3,3,3,1,1,0,0,0,3,3,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,160,160,160,160,88000,160,88000,160,160,160,1,1,160,200,200,160,200,91796,160,91796,200,200,200,1,1,1,160,0,160,200,200,200,200,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,3,3,3,1,3,1,760,3,3,0,0,0,3,3,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,160,160,160,160,160,160,76000,160,160,160,200,200,200,160,200,160,76040,200,200,160,0,160,200,200,200,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,20,1,20,20,2032,1,2032,20,20,20,1,1,0,0,0,20,20,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,296,296,160,296,89700,160,89700,296,296,296,1,1,160,296,296,160,296,93456,160,93456,296,296,296,1,1,1,296,0,296,296,296,296,296,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,20,20,20,1,20,1,777,20,20,0,0,0,20,20,20,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,296,296,296,160,296,160,77700,296,296,160,296,296,296,160,296,160,77700,296,296,296,0,296,296,296,296,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
